Id,modularity_class,strength
uncertain,9,3003
entropi,9,2925
selflearn,9,2833
forbidden,9,2539
selfinspect,9,2390
secondord,9,1817
recalcul,9,1487
amperehour,9,1480
decrement,9,1161
firstord,9,1053
covari,9,1043
idlestop,9,1002
timespac,9,664
tmax,9,652
quotient,9,645
fourthli,9,586
intraday,9,579
vth,9,508
tobepredict,9,501
nontarget,9,289
roundtrip,9,247
earliest,9,118
neurotroph,9,108
substep,9,106
estat,9,62
expiri,9,52
tdm,9,50
level,10,1606755
higher,10,1193352
faster,10,53840
base,11,9012552
receiv,11,6480585
may,11,5631493
determin,11,5606295
perform,11,5036572
commun,11,4451980
inform,11,3883685
data,11,3864819
transmit,11,3434875
embodi,11,3089673
user,11,2806478
store,11,2603693
respons,11,2593705
associ,11,2377089
indic,11,2172609
monitor,11,2116455
manag,11,2115397
display,11,2092221
imag,11,2023336
whether,11,1932118
exampl,11,1818903
object,11,1818716
network,11,1788647
comput,11,1686032
servic,11,1561814
wireless,11,1555783
disclosur,11,1519172
environ,11,1407435
interfac,11,1398733
mobil,11,1372393
medium,11,1332278
paramet,11,1317093
execut,11,1283395
identifi,11,1273382
station,11,1263768
processor,11,1178946
acquir,11,1172793
intellig,11,1083547
remot,11,1033779
program,11,1006362
implement,11,960701
request,11,955828
command,11,932045
access,11,928771
aspect,11,903635
instruct,11,902144
send,11,882179
memori,11,866850
camera,11,834473
dynam,11,821956
among,11,807295
establish,11,801829
technolog,11,765463
featur,11,694129
predict,11,671595
event,11,625892
physic,11,611446
techniqu,11,591378
autonom,11,585465
record,11,582064
rout,11,573856
resourc,11,570062
person,11,554559
traffic,11,551810
captur,11,548688
server,11,544764
interact,11,534189
map,11,522300
key,11,505843
analyz,11,505559
identif,11,498583
radio,11,497591
acquisit,11,494125
feedback,11,486537
analysi,11,483915
digit,11,474354
extract,11,467380
avail,11,464678
autom,11,463201
trigger,11,454618
transmitt,11,447590
realtim,11,444922
sent,11,435960
local,11,431928
messag,11,422997
evalu,11,417354
share,11,417349
algorithm,11,408798
node,11,403850
specifi,11,403276
plan,11,398131
navig,11,388893
coordin,11,372300
profil,11,370674
robot,11,370109
visual,11,367513
code,11,359383
schedul,11,355273
updat,11,352102
approach,11,339857
learn,11,337950
read,11,337147
statu,11,331375
recept,11,321320
facil,11,315435
ue,11,308273
logic,11,298868
recogn,11,294357
onboard,11,293180
regard,11,291689
circuitri,11,290590
virtual,11,290521
recognit,11,282859
video,11,267580
behavior,11,263792
apparatus,11,251151
assign,11,244377
softwar,11,240711
report,11,238033
media,11,236582
destin,11,233531
procedur,11,227691
smart,11,215083
ident,11,213516
item,11,205187
databas,11,204869
lane,11,200698
audio,11,200010
scene,11,195661
cloud,11,195596
usag,11,192789
predefin,11,192466
reserv,11,191698
respond,11,191014
card,11,185940
hardwar,11,183547
uniqu,11,183252
artifici,11,182236
task,11,182061
wirelessli,11,181141
search,11,179346
phone,11,178945
custom,11,178843
account,11,176504
spatial,11,175669
correl,11,174808
probabl,11,173563
alloc,11,171051
health,11,170155
gp,11,169379
internet,11,168801
notif,11,168530
authent,11,167040
computerread,11,164753
aggreg,11,164324
issu,11,163688
transceiv,11,162294
thing,11,161735
retriev,11,161036
subsystem,11,159069
exemplari,11,158894
protocol,11,157629
neural,11,157256
readabl,11,156368
address,11,153570
architectur,11,149308
public,11,149187
alert,11,147068
confirm,11,147060
voic,11,146794
arriv,11,144922
entri,11,143134
call,11,141658
invehicl,11,140589
instanc,11,137526
prompt,11,136724
prioriti,11,136094
provis,11,134046
trajectori,11,130834
owner,11,130648
regist,11,129581
futur,11,127250
entiti,11,125599
classifi,11,125378
verifi,11,123741
author,11,123059
interest,11,122959
home,11,122067
decis,11,122040
previous,11,121545
rule,11,120832
uplink,11,119602
geograph,11,119149
price,11,118634
histor,11,115608
satellit,11,115553
rf,11,114613
id,11,114069
downlink,11,112774
cluster,11,112705
render,11,112383
broadcast,11,111373
attribut,11,109919
graphic,11,109191
candid,11,108818
guidanc,11,108561
deep,11,108436
mitig,11,107425
global,11,107315
nontransitori,11,106683
random,11,105752
notifi,11,104799
relev,11,104367
assess,11,104017
verif,11,103870
particip,11,103084
tag,11,101617
onlin,11,97222
valid,11,97083
represent,11,96138
packet,11,95948
bit,11,95350
augment,11,94883
programm,11,94712
infrastructur,11,91704
client,11,90568
decod,11,90148
subset,11,90076
dispatch,11,88953
speaker,11,88482
classif,11,88164
maneuv,11,88004
gather,11,87888
sign,11,86095
cellular,11,85342
vision,11,83640
intent,11,83150
microphon,11,80726
pertain,11,80161
list,11,77817
recommend,11,77609
trip,11,76755
sidelink,11,76145
reader,11,74820
transact,11,73778
payment,11,72532
realiti,11,70845
resolut,11,70839
receipt,11,70145
wearabl,11,70047
background,11,68946
detail,11,68340
multiplex,11,66372
permiss,11,65053
label,11,64824
photograph,11,64618
score,11,63539
bluetooth,11,63363
licens,11,63126
statist,11,61445
histori,11,59454
coverag,11,59252
context,11,59162
rfid,11,58862
criteria,11,57673
bandwidth,11,57366
computerimpl,11,56840
advertis,11,56546
asset,11,56447
metric,11,56270
discontinu,11,56187
purchas,11,56172
write,11,56129
upload,11,55476
analyt,11,55064
gateway,11,55002
game,11,54830
pictur,11,54185
worn,11,54138
illustr,11,53855
concurr,11,53838
queri,11,53510
drone,11,53218
dedic,11,52556
reconfigur,11,52518
symbol,11,52041
session,11,51015
teach,11,50047
occas,11,49745
criterion,11,49271
neighbor,11,49270
tempor,11,47755
log,11,47381
telephon,11,47349
nr,11,46863
sort,11,46210
busi,11,45940
vx,11,44584
registr,11,43894
fleet,11,43465
encrypt,11,43322
polici,11,42722
word,11,42640
fulfil,11,42329
version,11,42120
inact,11,42105
scenario,11,42083
unifi,11,41506
nearbi,11,40995
ai,11,40410
sleep,11,40305
repetit,11,40145
text,11,39843
charact,11,39775
percept,11,39727
signatur,11,39454
social,11,39383
demodul,11,39325
pool,11,38276
parti,11,37928
nonvolatil,11,37481
haptic,11,37178
anomali,11,36433
gestur,11,36397
suggest,11,36247
ar,11,36125
grant,11,35950
graph,11,35378
dci,11,35220
upgrad,11,35196
attempt,11,34935
departur,11,34774
reproduc,11,34761
privat,11,34681
page,11,34383
iot,11,33963
discuss,11,33945
collabor,11,33541
congest,11,33279
wakeup,11,33132
fee,11,32847
app,11,32614
creation,11,32492
infer,11,32082
supervis,11,31553
reconstruct,11,31520
likelihood,11,31359
bill,11,31251
pose,11,30773
preprocess,11,30623
biometr,11,30510
speech,11,30450
default,11,29975
playback,11,29526
interpret,11,29464
document,11,29364
world,11,28670
sl,11,28557
attack,11,28225
fingerprint,11,28064
categori,11,28027
merg,11,27947
av,11,27842
habit,11,27747
forecast,11,27673
entertain,11,27327
rs,11,26842
player,11,26800
priorit,11,26757
offlin,11,26271
wifi,11,26159
download,11,25676
routin,11,24458
unauthor,11,24013
complianc,11,23963
subscrib,11,23785
understand,11,23725
pdu,11,23412
inventori,11,22980
templat,11,22903
surveil,11,22828
perceiv,11,22773
telecommun,11,22744
vr,11,22658
harq,11,22602
opportun,11,22288
tactil,11,22156
languag,11,22151
awar,11,22002
pdcch,11,21593
rank,11,21537
beacon,11,21278
hierarch,11,21255
ip,11,21251
financi,11,21224
overlay,11,20974
binari,11,20955
roadsid,11,20898
multimedia,11,20743
interrog,11,20720
insur,11,20580
compani,11,20436
confid,11,20369
goal,11,20229
acknowledg,11,19938
anticip,11,19882
dataset,11,19636
sale,11,19587
wake,11,19409
rrc,11,19057
mac,11,18943
icon,11,18915
keyboard,11,18838
radiofrequ,11,18803
telemat,11,18695
ul,11,18625
knowledg,11,18501
threat,11,18499
privaci,11,18365
duplex,11,18345
latenc,11,18227
transpond,11,17867
blockchain,11,17731
mission,11,17725
pdsch,11,17647
csi,11,17644
metadata,11,17462
convolut,11,17451
written,11,17383
ml,11,17380
drx,11,17377
slice,11,17213
depict,11,17091
prestor,11,17083
certif,11,16839
remedi,11,16827
pusch,11,16496
communic,11,16347
tablet,11,16268
throughput,11,16256
pssch,11,16241
leverag,11,16196
retransmiss,11,16176
supplier,11,16173
music,11,16171
semant,11,16062
analys,11,16005
machineread,11,15846
handov,11,15615
rental,11,15602
touchscreen,11,15556
violat,11,15476
retail,11,15464
baselin,11,15298
token,11,15259
quantifi,11,15196
lookup,11,15195
reward,11,15188
sensori,11,15171
evolut,11,15141
expir,11,15125
miss,11,14996
smartphon,11,14755
contextu,11,14253
datum,11,14039
approv,11,14024
shortrang,11,13730
recipi,11,13671
listen,11,13669
dl,11,13628
might,11,13484
televis,11,13406
cach,11,13393
queue,11,13206
setup,11,13189
sci,11,13162
transmittingreceiv,11,13156
settlement,11,13090
skip,11,12997
perspect,11,12902
beamform,11,12892
ondemand,11,12687
pucch,11,12566
credit,11,12446
unknown,11,12292
enforc,11,12276
intuit,11,12266
pscch,11,12235
password,11,12165
conflict,11,12099
submit,11,12003
copi,11,11983
standalon,11,11898
sensat,11,11873
doppler,11,11836
computer,11,11723
rent,11,11714
illeg,11,11683
toll,11,11624
ran,11,11575
preambl,11,11493
ethernet,11,11408
multipath,11,11393
keyless,11,11170
multidimension,11,11135
router,11,11057
facial,11,10986
trust,11,10780
selfdriv,11,10741
viewer,11,10721
precod,11,10701
tci,11,10614
machinelearn,11,10573
terrestri,11,10432
gaze,11,10348
cloudbas,11,10273
semiautonom,11,10143
gpr,11,10128
telemetri,11,9924
bs,11,9879
bwp,11,9854
reproduct,11,9836
credenti,11,9667
compli,11,9633
nfc,11,9563
unlicens,11,9518
broadband,11,9393
recent,11,9310
dmr,11,9264
latest,11,9195
modem,11,9186
ap,11,9153
appoint,11,9100
preview,11,9032
fd,11,9015
backhaul,11,8929
ssb,11,8921
modal,11,8895
headmount,11,8837
answer,11,8832
tv,11,8820
pars,11,8789
decrypt,11,8740
mc,11,8681
compil,11,8622
viewpoint,11,8580
trp,11,8551
preconfigur,11,8543
realworld,11,8511
outcom,11,8497
nearfield,11,8431
lte,11,8375
geoloc,11,8327
hop,11,8315
upcom,11,8234
menu,11,8147
panoram,11,8096
tracker,11,8066
challeng,11,7964
obd,11,7947
publish,11,7926
eras,11,7916
timestamp,11,7899
negoti,11,7847
tamper,11,7826
endpoint,11,7780
csir,11,7682
discard,11,7653
educ,11,7614
inquir,11,7612
indicia,11,7568
arbitr,11,7542
question,11,7461
leas,11,7443
unavail,11,7384
utter,11,7321
subscript,11,7301
gnss,11,7279
rach,11,7266
subcarri,11,7138
backend,11,7137
viewabl,11,7054
vehicletovehicl,11,7021
tangibl,11,6973
sim,11,6896
ledger,11,6885
gui,11,6802
subband,11,6734
bearer,11,6726
commod,11,6710
hash,11,6686
rat,11,6683
pretrain,11,6435
prach,11,6425
evid,11,6382
timeseri,11,6369
horizon,11,6367
stereoscop,11,6281
api,11,6233
endtoend,11,6223
repositori,11,6197
referenc,11,6188
mimo,11,6098
transmissionrecept,11,6000
hierarchi,11,5952
coexist,11,5950
psfch,11,5923
multicast,11,5883
tx,11,5853
refresh,11,5835
codebook,11,5818
inquiri,11,5771
decentr,11,5731
tbox,11,5725
offload,11,5699
revenu,11,5653
firmwar,11,5646
visit,11,5630
humanmachin,11,5626
qo,11,5625
annot,11,5618
anomal,11,5603
rewrit,11,5573
ack,11,5551
harqack,11,5516
quantiz,11,5513
categor,11,5423
fob,11,5355
reselect,11,5154
waypoint,11,5152
book,11,5100
dispar,11,5089
gsm,11,5077
ongo,11,5074
truth,11,5066
baseband,11,5039
incent,11,5033
hmi,11,4991
computerexecut,11,4931
headset,11,4918
repli,11,4910
cryptograph,11,4892
geofenc,11,4736
kernel,11,4691
highlight,11,4670
technician,11,4661
coreset,11,4653
platoon,11,4583
touchsensit,11,4582
status,11,4562
rx,11,4527
autonomi,11,4527
ui,11,4521
locationbas,11,4510
vehicletoeveryth,11,4508
narrowband,11,4498
preprogram,11,4495
proxi,11,4473
lan,11,4463
amongst,11,4462
iab,11,4450
overlaid,11,4387
retransmit,11,4314
agre,11,4312
venu,11,4289
humancomput,11,4199
thirdparti,11,4180
emot,11,4164
fetch,11,4144
handsfre,11,4130
fullduplex,11,4110
spars,11,4104
keyword,11,4079
vital,11,4032
runtim,11,4020
cue,11,3959
fund,11,3937
bid,11,3935
nonlimit,11,3928
cg,11,3915
ofdm,11,3912
institut,11,3902
networkbas,11,3888
agreement,11,3859
wordlin,11,3821
neighborhood,11,3787
geospati,11,3761
own,11,3754
invok,11,3737
audiovideo,11,3725
poll,11,3715
uci,11,3702
landmark,11,3656
refrain,11,3654
semipersist,11,3640
imageri,11,3609
blur,11,3591
customiz,11,3589
interoper,11,3570
nonterrestri,11,3566
dnn,11,3549
review,11,3533
sender,11,3523
predictor,11,3499
ota,11,3478
obscur,11,3474
unicast,11,3469
infotain,11,3455
shadow,11,3441
wideband,11,3420
assumpt,11,3413
merchant,11,3384
imagecaptur,11,3313
transmitrec,11,3290
subchannel,11,3283
impend,11,3261
succe,11,3252
ego,11,3250
proactiv,11,3225
auditori,11,3196
userselect,11,3155
ri,11,3147
keypad,11,3139
orchestr,11,3124
uwb,11,3107
actor,11,3100
agenc,11,3080
planner,11,3019
timefrequ,11,3009
highresolut,11,2987
internetofth,11,2968
cot,11,2966
probabilist,11,2962
malici,11,2947
transmitterreceiv,11,2946
deni,11,2942
feder,11,2918
latitud,11,2912
budget,11,2904
phi,11,2876
spoken,11,2871
re,11,2833
worksit,11,2827
inband,11,2825
discrep,11,2822
healthcar,11,2793
seethrough,11,2792
understood,11,2759
aperiod,11,2735
earpiec,11,2727
kiosk,11,2682
modelbas,11,2660
recurr,11,2582
peertop,11,2550
workflow,11,2543
determinist,11,2521
websit,11,2510
wpt,11,2510
multivari,11,2503
ecosystem,11,2494
emphas,11,2492
twostep,11,2485
peer,11,2469
xr,11,2459
ntn,11,2441
hd,11,2439
heurist,11,2435
cursor,11,2434
plmn,11,2425
coloc,11,2422
discount,11,2394
lbt,11,2355
qcl,11,2350
readerwrit,11,2343
fidel,11,2328
parallax,11,2327
iotrel,11,2324
multiaccess,11,2314
ticket,11,2285
nack,11,2280
powerlin,11,2238
mb,11,2226
curtail,11,2220
lineofsight,11,2212
vendor,11,2177
longitud,11,2177
talk,11,2166
gpu,11,2161
computerbas,11,2076
instanti,11,2076
rsrp,11,2076
roi,11,2071
laptop,11,2029
eyepiec,11,2026
reestablish,11,2009
scrambl,11,2007
behalf,11,1968
hmd,11,1964
heartbeat,11,1953
descriptor,11,1928
textual,11,1919
searcher,11,1915
rideshar,11,1898
adversari,11,1897
rar,11,1868
collat,11,1858
overtheair,11,1847
communicationcontrol,11,1841
pdcp,11,1812
lstm,11,1808
ownership,11,1802
histogram,11,1771
nextgener,11,1765
voxel,11,1764
legaci,11,1761
ble,11,1728
audit,11,1722
anonym,11,1689
poi,11,1663
roam,11,1644
crowdsourc,11,1633
tdd,11,1603
pend,11,1600
thgener,11,1543
headphon,11,1542
zigbe,11,1535
crc,11,1533
amf,11,1523
leader,11,1514
wager,11,1501
tuner,11,1498
hoc,11,1497
explicit,11,1495
casino,11,1494
mec,11,1482
timedomain,11,1471
wu,11,1471
login,11,1433
privileg,11,1428
topograph,11,1427
artifact,11,1426
foreground,11,1418
imagebas,11,1415
handset,11,1410
rssi,11,1406
teleoper,11,1403
browser,11,1400
dropoff,11,1378
vehiclerel,11,1375
eeprom,11,1353
devicetodevic,11,1345
cnn,11,1343
constel,11,1342
mtc,11,1337
append,11,1289
avatar,11,1276
monocular,11,1231
insight,11,1229
lifecycl,11,1205
ping,11,1205
intercel,11,1204
ann,11,1203
pda,11,1195
rsu,11,1186
cli,11,1185
email,11,1166
rss,11,1164
campaign,11,1151
headworn,11,1146
phrase,11,1139
tpm,11,1135
tsci,11,1129
userspecif,11,1125
kmean,11,1112
elig,11,1111
broker,11,1110
unsupervis,11,1105
cyber,11,1088
predic,11,1072
spatiotempor,11,1066
dialogu,11,1052
codeword,11,1052
rlc,11,1032
machinetomachin,11,1023
brows,11,1010
gnb,11,1000
halfduplex,11,975
wlan,11,969
quasi,11,967
ultrawideband,11,960
sib,11,942
primit,11,891
scell,11,891
rerout,11,888
acknack,11,888
snr,11,872
selforgan,11,871
enrol,11,855
issuanc,11,854
itinerari,11,851
retrain,11,830
groupcast,11,818
notebook,11,814
dissemin,11,803
ipbas,11,796
learningbas,11,794
topdown,11,791
wallet,11,769
lowlat,11,767
rtt,11,757
multihop,11,752
aiml,11,716
macc,11,704
auction,11,703
nbiot,11,696
sdu,11,692
bfr,11,690
bsr,11,690
url,11,677
multipleoutput,11,668
rewritten,11,664
multipleinput,11,663
adhoc,11,663
smf,11,659
sssb,11,658
widearea,11,646
pbch,11,646
pariti,11,640
computergener,11,639
debit,11,633
outband,11,633
bayesian,11,628
timedivis,11,616
chat,11,593
ptr,11,590
wan,11,575
processorexecut,11,565
everyth,11,520
hyperspectr,11,514
explicitli,11,502
preg,11,491
rlf,11,485
timelin,11,478
prb,11,455
award,11,454
requestor,11,440
headroom,11,435
thumbnail,11,435
eventbas,11,423
hdr,11,390
bitmap,11,387
wagerbas,11,377
dma,11,372
microservic,11,363
visionbas,11,345
autoencod,11,345
outofband,11,341
superresolut,11,329
hypothes,11,291
multitrp,11,276
numerolog,11,275
backoff,11,274
immut,11,248
cqi,11,244
ondur,11,240
unlabel,11,236
subnet,11,218
pmi,11,218
interu,11,216
caller,11,184
oam,11,175
infocu,11,172
cvx,11,165
kpi,11,164
sbfd,11,164
rrm,11,163
frequencydivis,11,157
quasicoloc,11,155
apnea,11,135
abas,11,130
imageform,11,121
intelligencebas,11,121
selfinterfer,11,121
logger,11,70
readonli,11,60
sram,11,58
byte,11,57
microdisplay,11,57
binar,11,56
redetermin,11,55
listenbeforetalk,11,55
tomograph,11,54
datastor,11,53
nearey,11,53
multicamera,11,50
fishey,11,50
msg,11,50
balanc,12,586919
static,12,184492
equilibrium,12,16826
vehicl,13,26594821
consol,13,47360
recreat,13,37567
dashboard,13,37058
allterrain,13,13643
vehiclesid,13,11343
curb,13,10466
thevehicl,13,8284
fair,13,7940
unattend,13,7920
streamlin,13,7558
highdefinit,13,7364
incomplet,13,7199
straddletyp,13,6631
shortdist,13,6239
felt,13,6090
ecofriendli,13,6014
bodywork,13,5889
underbodi,13,5816
glide,13,5758
fallen,13,5430
compactli,13,5347
monorail,13,5317
brand,13,5281
paid,13,5249
multipoint,13,5106
mere,13,5097
kitchen,13,4842
driverless,13,4710
overtak,13,4468
bonnet,13,4018
enjoy,13,3998
disappear,13,3959
winder,13,3931
school,13,3867
livestock,13,3833
safeguard,13,3823
afterward,13,3700
conclus,13,3684
roughli,13,3666
gmbh,13,3565
lorri,13,3493
turret,13,3476
mile,13,3391
forbid,13,3386
sky,13,3378
perfectli,13,3273
palm,13,3147
bullet,13,3117
sidewalk,13,3017
corridor,13,3015
bigger,13,3002
ineffect,13,2956
popup,13,2896
atv,13,2874
midway,13,2846
sleeper,13,2828
saddletyp,13,2814
vp,13,2809
tram,13,2750
rv,13,2659
contrari,13,2639
vacant,13,2563
nonus,13,2547
sanitari,13,2537
lf,13,2469
heavier,13,2439
pertin,13,2387
pullout,13,2355
graduat,13,2279
dive,13,2240
lessen,13,2191
pref,13,2159
bodysid,13,2070
taillight,13,2039
caution,13,1990
rightleft,13,1927
silent,13,1901
ambul,13,1888
ferri,13,1843
heel,13,1808
reachabl,13,1805
derail,13,1803
gaselectr,13,1798
imit,13,1771
logo,13,1719
kick,13,1710
haulag,13,1704
whistl,13,1699
booth,13,1676
mediums,13,1662
of,13,1639
carpet,13,1636
orchard,13,1626
antirol,13,1615
gutter,13,1605
baggag,13,1588
vehicleus,13,1587
crosswis,13,1584
xdirect,13,1575
stagnat,13,1567
pretension,13,1540
lath,13,1540
spite,13,1532
avehicl,13,1532
odomet,13,1522
gentl,13,1515
offhighway,13,1500
backandforth,13,1449
aboard,13,1445
vehiclei,13,1430
quicker,13,1370
flown,13,1362
eb,13,1359
nonwork,13,1354
increasingli,13,1353
contradict,13,1346
liabl,13,1329
nonslip,13,1318
heighten,13,1317
ascent,13,1311
town,13,1293
electricdr,13,1292
zdirect,13,1285
european,13,1267
tobe,13,1262
skate,13,1242
motorbik,13,1238
ydirect,13,1236
firstlevel,13,1211
useless,13,1177
king,13,1175
plough,13,1172
willing,13,1167
twelv,13,1161
keyoff,13,1145
temp,13,1140
energyabsorb,13,1130
qualif,13,1122
borrow,13,1121
unnecessarili,13,1116
inout,13,1115
eco,13,1084
yshape,13,1081
scenic,13,1071
unaffect,13,1069
secondlevel,13,1069
struck,13,1062
multivehicl,13,1062
caravan,13,1050
incabin,13,1043
territori,13,1027
suitcas,13,986
pri,13,976
rearmost,13,969
alight,13,963
breakthrough,13,958
manhol,13,954
electricdriven,13,950
kingpin,13,944
od,13,925
motorist,13,916
forgotten,13,899
spend,13,891
allot,13,886
wade,13,882
armour,13,879
surpass,13,873
plugandplay,13,868
handbrak,13,867
codriv,13,863
cyclist,13,861
extinct,13,860
valet,13,857
strict,13,847
ns,13,833
useadvantag,13,822
unfavor,13,821
rewind,13,817
bsg,13,813
bosch,13,796
sceneri,13,784
twodegreeoffreedom,13,781
trash,13,758
gr,13,751
solidli,13,750
treadl,13,748
specialpurpos,13,734
centroid,13,718
rollback,13,716
readjust,13,716
broaden,13,713
prewarn,13,709
onroad,13,703
son,13,702
fullelectr,13,699
headon,13,696
counterbalanc,13,690
lowelectricquant,13,690
bottleneck,13,684
sensibl,13,682
stroller,13,682
whatev,13,681
unif,13,677
anon,13,677
camper,13,676
marshal,13,673
stare,13,673
keyon,13,667
selfwalk,13,666
elderli,13,666
oilcool,13,665
cater,13,654
blowoff,13,653
suppos,13,647
crosspiec,13,645
crosswalk,13,642
wooden,13,640
isoscel,13,632
leftandright,13,630
precaut,13,628
feeler,13,627
brandnew,13,622
forcedli,13,620
vechicl,13,619
inus,13,618
tobereplac,13,616
pairwis,13,612
forecabin,13,612
nippl,13,610
omiss,13,605
selfcontrol,13,602
widerang,13,593
aftermarket,13,592
nevertheless,13,590
ford,13,588
confus,13,586
headlin,13,584
tamp,13,584
takeov,13,581
bulldoz,13,578
vehicledriv,13,568
outofcontrol,13,567
nonstandard,13,559
broom,13,557
fv,13,552
evas,13,550
nonstop,13,542
simplest,13,542
walker,13,536
drunk,13,534
fare,13,532
turnout,13,524
freed,13,524
annex,13,523
suv,13,520
wheelbarrow,13,516
biass,13,514
cannon,13,508
stride,13,500
overs,13,485
semaphor,13,485
catcher,13,484
threeelectr,13,483
cipher,13,470
hail,13,466
smith,13,463
unpleas,13,460
handgrip,13,460
antiphas,13,459
rooftop,13,456
clasp,13,454
urgenc,13,454
cant,13,447
powerdown,13,447
immobilis,13,442
gettingoff,13,441
counterforc,13,440
buggi,13,423
crossroad,13,422
cuttingoff,13,420
aeronaut,13,419
unsuit,13,416
escal,13,416
insideoutsid,13,407
fuelsav,13,407
gentli,13,406
vehiclespecif,13,404
fun,13,403
crosswind,13,402
keel,13,399
neglect,13,397
pothol,13,394
avenu,13,393
portrait,13,392
crimin,13,391
barb,13,391
ant,13,389
rockabl,13,386
anchorag,13,386
guider,13,385
selfvehicl,13,384
farmer,13,381
derrick,13,380
backwardli,13,379
evcc,13,379
convoy,13,378
dte,13,377
archshap,13,374
